class_code,title,content,class
2,全球影史第 1 名！《阿凡達 2》將在 2017 年回歸！,還記得 2009 年讓全球觀眾驚為天人的 3D 冒險大作【阿凡達】嗎？編導詹姆斯卡麥隆當年推出此片之後，再破個人票房紀錄，成功擠下自己多年以來的全球票房冠軍作品【鐵達尼號】，以 28 億美金的驚人票房紀錄成為全球影史票房新王者，而這項記錄迄今依舊保持著。談到企劃多年的【阿凡達三部曲】，卡麥隆表示：「我現在已經進入檢視所有劇本的階段了，現在就剩下一些細節須要再修改。同時間，視覺設計也同步進行中，在現今這個時候，設計也是日新月異，我們大概已經進行了 1 年半左右了，包括所有角色、場景以及外星生物等，都差不多已經設計完成了。」儘管第一集賣出全球破記錄的史上最高票房，但創作者卡麥隆對於續集的一切依然謹慎小心，「因為你要挑戰的是你自己，很明顯的，大家對於我的期望會非常之高，尤其是【阿凡達2】(暫譯)，我也要向大家證明，【阿凡達】的成功絕對不是僥倖！」包括山姆沃辛頓、柔依莎蘭達、雪歌妮薇佛以及史帝芬藍等第一集的主要演員都將回鍋演出，【阿凡達2】預計 2017 年 12 月 25 日於北美上映。,影視名人
2,《火影忍者》全新故事再啟！鳴人兒子居然拜了佐助當師傅...,岸本齊史的經典漫畫《火影忍者》，雖然在 2014 年結束了，但上週集英社宣布將於 2016 年春季起，以每個月一話的形式推出《BORUTO －慕留人－》連載漫畫，正如大多人所料，以鳴人的兒子慕留人擔任後續主角。全新的故事將由岸本齊史繼續監修，並請池本幹雄擔綱漫畫繪製，從海報就能看出，新作會由一批《火影忍者》的忍者後代主導（佐助、小李、鹿丸…)，亦會有嗚人及佐助等人的故事進展。更多相關資訊，官方預定將於日後於官網及雜誌上陸續公開。▼岸本齊史也在先前苦笑表示：「目前正努力構思的最新劇情，本來以為連載完結就可以休息了啊。」▼在漫畫中，慕留人希望透過超越鳴人的想法，讓父親對他另眼相看，於是懇求佐助收他為徒，決定創造出屬於自己的新一頁，▼看到慕留人惡作劇，彷彿是鳴人小時候的再版阿！▼《火影忍者 劇場版：BORUTO》於 2015 年 8 月 7 日在日本上映，至於台灣則要在明年 1 月 15 日才能見到▼看到鳴人當上火影的身影，不禁想起鳴人的奮鬥過程，對於讀者來說是莫大的激勵在得知《火影忍者》將繼續的消息，著實讓人興奮，在前一部已經奠定了經典地位後，全新的漫畫要如何更上層樓，相信是相當苦惱的事情，粉絲們就慢慢期待岸本齊史會帶給我們多大的驚喜吧！,影視名人
2,該開心還是難過？超帥女模 Ruby Rose 宣布與女友取消訂婚並分手！,今年對 29 歲的澳洲帥氣女模 Ruby Rose 來說一定是人氣暴漲的一年，能夠耍帥也能夠性感的 Ruby Rose 迅速累積了許多粉絲，早已公開出櫃的她與設計師女友 Phoebe Dahl 一直給人非常甜蜜的印象，原本已經在 2014 年 3 月訂婚的她們，卻在今天突然公開了取消訂婚並分開的消息，讓許多粉絲大吃一驚。▼ Ruby Rose 與 Phoebe Dahl 在 2014 年的年初開始交往，交往 3 個月就火速訂婚▼兩人從交往以來就時常在 instagram 上曬出恩愛照片，羨煞一堆單身者▼沒想到 Phoebe Dahl 透過了媒體《US Weekly》發表聲明：「我們已經協議分開，我們依然喜愛著彼此並會在各種層面上支持著對方。」▼Ruby Rose 很快也發出聲明，她感謝了 Phoebe 帶給她美好的戀情，並將她變成一個更好的人，「愛過之後分開總比從來沒有愛過好」。▼Ruby Rose 與 Phoebe Dahl 相遇的過程有一段浪漫的經歷，Ruby 當然仍有女友，但當 Phoebe 第一次看到 Ruby 時，她立刻瘋狂的心想：「我的天啊！我必須要跟她結婚，她是誰？」（I thought 'Oh my God I need to marry her. Who is she?’）▼Phoebe Dahl 對 Ruby Rose 一見鍾情，她同時能感受到 Ruby 也對她的出現受到相同的衝擊，因此兩人在交往之後，很快的就於 3 個月時訂婚▼熱戀中的兩人更是形影不離▼兩人最近一次在公開活動一起現身是上個月 Ruby Rose 領取 GQ Woman Of The Year 的獎項之時，或許那時兩人已經在考慮分開相關的事情。對於這個新聞，網友討論說：「這麼一對相配的情侶分手了，真令人難過」、「這代表 Ruby Rose 跟 Phoebe Dahl 都同時單身了嗎？ladies！」果然真是不知道該開心還是難過啊，女孩們？,影視名人
2,G-Dragon 當選全球時尚領軍人物 500 人　成為榜上 4 大歌手之一！ - JUKSY 流行生活網,英國知名的時尚雜誌《Business of Fashion》每年都會從全世界的各行各業，包含服裝設計師、模特兒、藝術家、音樂人等名人當中評選出 500 位時尚領軍人物，最近《Business of Fashion》公開了 2015 年的最新名單，從榜單上可以發現入選的韓國人只有 4 位，而當紅團體 BigBang 隊長 G-dragon 就是其中之一，更厲害的是全球以音樂人身分上榜的也只有 4 位，除了 G-Dragon 之外，還有 Kanye West、Rihanna 及李宇春，可見權志龍在時尚界的影響力備受肯定。▼GD 每次只要一出場，專屬於權志龍的風格就會立刻抓住全場焦點▼ G-dragon 也在自己的 instagram 上放上圖片慶祝，可以注意到雜誌的封面也擺上了 GD 的畫像，更見他所具備的代表性▼ G-dragon 堪稱是全球的時尚偶像▼最近 G-dragon 也為 W 雜誌韓國版拍攝了最新的時尚照片，從中你可以探索權志龍的個人魅力▼單單是白襯衫，魅力度也是爆表。雖然 G-dragon 對於時尚潮流界的影響都已經有目共睹，但《Business of Fashion》的票選更確立了他是亞洲演藝圈當代時尚大王的地位，女孩們都愛他，而男孩們都想變成他。,影視名人
2,女生看了也覺得害羞！Miranda Kerr 超性感特輯,最近時尚的熱話是「你看過 Miranda Kerr 為 Harper’s Bazaar 澳洲版所拍攝的全裸封面嗎？」幾乎以全裸姿態在露台拍攝，封面一出即時成為時尚圈的熱話，大家無一不讚嘆她那惹火身材。除了封面好看，雜誌內的時尚特輯也一樣養眼。全裸躺在床上、騷露半胸的特寫、穿上泳衣出水芙蓉的撩人姿態??不要說男生，連女生看到都覺得害羞。只能說她的身材真是太好了！天使面孔加上魔鬼身材，「辣媽」之名可謂當之無愧！,影視名人
2,Kobe 本季結束後退休　席維斯史特龍帶女兒搶看湖人比賽,以洛基、藍波這兩個角色聞名全球的 69 歲動作巨星席維斯史特龍（Sylvester Stallone）是 NBA 湖人隊的球迷，由於湖人的看板球星老大布萊恩（Kobe Bryant）在 11 月底宣布自己將於 2015-16 年賽季結束後退休，為了不要錯過 Kobe 這位一代傳奇最後在球場上奔跑的英姿，席維斯史特龍就帶著自己 3 個寶貝女兒一起去觀看日前湖人主場對火箭的比賽，果不其然他那 3 位美貌的女兒又引起了許多觀眾的注意。▼席維斯史特龍與第三任模特兒老婆 Jennifer Flavin 生下的 3 位女兒都遺傳到好基因，17 歲的二女兒 Sistine Stallone 跟身高 177 公分的席維斯史特龍站在一起，可以看出她非常高挑。▼前日湖人在 Staples Center 與火箭比賽時，席維斯史特龍也帶著 3 位寶貝女兒現身觀賽，吸引了許多目光。▼席維斯史特龍也在 instagram 分享了與女兒這次看比賽的合照，最右邊是最小的女兒 Scarlet、右二是二女兒 Sistine、最左邊是大女兒 Sophia， 3 個女兒都非常漂亮。▼感情非常好的父女也一起在場邊玩起自拍。▼席維斯史特龍在賽後也前去與 Kobe Bryant 聊天。席維斯史特龍過去一直以來都時常帶著 3 位女兒前來觀看湖人隊的賽事，讓許多網友都驚嘆於史特龍女兒們的美貌，站出來宛如是超模般的姊妹群，讓人真的好想叫一聲：「岳父！收我當女婿吧！」。,影視名人
2,AKB48 首位台灣成員「馬嘉伶」今年只有 18 歲！,成軍 10 周年日本最具代表性的女子團體 AKB48，今年首度於海外舉辦成員徵選活動，從報名者 2152 人中脫穎而出的幸運兒，是 18 歲的台中女孩『馬嘉伶』。除了明年二月起將赴日以研究生身分開始進行各種活動外，同時更獲得眾人稱羨的超級門票。於今天(15 日)站上『AKB48紅白歌合戰』的大舞台，獨挑大樑 SOLO 開場表演 AKB48 知名樂曲「Heavy Rotation」，也讓在場的 3000 多位粉絲驚喜不已。她為了這次的表演也賭上台灣人的驕傲，在僅有的準備時間中，全心全意的練習歌唱、舞蹈、日文，只希望可以讓歌迷們一眼就愛上自己。在記錄著台灣徵選活動以及馬嘉伶為登上今日大舞台，拼命練習過程的影片播畢，滿場的歡呼聲中，一個人登台的馬嘉伶用不甚熟練的日文，向在場的歌迷說「我真的很開心，可以加入嚮往已久的 AKB48！為了台灣和日本能夠更加友好，我一定會盡全力努力的」，聽到她努力講著日文，台下的歌迷們也熱情的用中文回喊『加油』讓她感動不已，也大聲回喊日文的謝謝。最後也在 3000 位歌迷的面前，獻出用盡全力的初次舞台秀「Heavy Rotation」。在登上 AKB48 紅白歌合戰的舞台前，馬嘉伶只是一位沒有參與過任何演藝活動的大學生，就連這次，也是她人生首次前往日本。馬嘉伶預計明年二月搬至東京，以AKB48 的研究生身分，在日本展開演藝活動。(目前所屬仍未定。)今年 4 月，由 AKB48 高橋 MINAMI 來台宣佈，AKB48 第一次的海外徵選將在台灣正式展開。共有 2152 位居住在台灣，年齡 11-23 歲女孩報名參加的徵選活動，在經過書面、面試以及才藝的審查後，先是選出了 17 位 AKB48 台灣研究生，在經過 3 個月的緊密培訓後，終於誕生了將赴日加入 AKB48 的首位外籍成員，也就是目前在台灣就讀大學 1 年級，高雄出生，台中長大的『馬嘉伶』。歌迷資歷 5 年的她，國中時第一次在電視上看到 AKB48 的表演就愛上了她們，對 AKB48 的事情也是如數家珍。雖然個性有點內向害羞，但抱持著座右銘『如果沒有嘗試，那就連失敗的機會都沒有』的精神，鼓起勇氣報名了這次的徵選活動。沒有從事過任何演藝活動的她，在知道自己獲得赴日門票的那一刻，感動到眼淚停不了，直說『沒有想到自己會被選上，會好好把握這個機會，連其他 AKB48 台灣研究生的份一併好好努力』。而在得知自己將在 AKB48 一大盛事的『AKB48 紅白歌合戰』中表演，而且還是擔任開場一個人的 SOLO 表演，曲目還是之前由大島優子擔任 CENTER 中心位置的當紅歌曲 Heavy Rotation 的消息時，馬嘉伶除了非常驚訝開心外，更是緊張到不行，因為這個機會就算對於正式成員來說都是一個超想要獲得的舞台，也更顯示了AKB48 經紀公司對她的重視與期望。在赴日表演前的短暫準備時間中，除了學業外，她更是日以繼夜努力練習歌唱、舞蹈、日文，希望能將自己最好的一面呈現給大家，讓大家知道台灣女孩的厲害與魅力。這也是她第一次來到喜歡已久的日本，下飛機後馬上直奔位於秋葉原的 AKB48 劇場朝聖，觀看成員們的現場表演。在舞台布幕一拉開的瞬間她再也忍不住眼淚，直接感受到前輩們在舞台上的魅力與專業，看著她們努力了 10 年的舞台，也讓她更激起自己將來要更努力踏上這個舞台的決心。她說雖然自己日文、表演都還有很多進步的空間，還需要多加強，但會積極和前輩請益，除了希望自己在演藝活動方面能有好表現之外，也要好好做好台日橋樑的角色，讓日本人更加了解、喜歡上台灣，同時也讓中華圈的人能更加認識、支持 AKB48 GROUP。※馬嘉伶預計將於 2016 年 2 月赴日，正式以 AKB48 研究生身分開始展開活動。,影視名人
2,大馬也有「angela baby」 ?詩棋舉手投足都有30萬人側目,姓名：黃詩棋。英文：Yumi Wong。 生日：8月26日。居住地：吉隆玻。身高：165 CM 。體重：46 KG 。三圍：89- 60- 87。說到話題性「angela baby」的新聞可是接二連三，另外她也是許多人心目中的女神，現在馬來西亞竟然也出現了一個  angela baby，打著如此響亮之名號可要好好鑑定一翻，濃眉大眼果然有幾分相似，然而她在馬來西亞當地的粉絲可不是用手指頭就能數盡的，將近30萬的粉絲團人數可不是小數目，我想應該也沒有人敢得罪她吧~▼花叢中她還是最美麗的那一朵。▼紅色晚禮服透出氣質與端莊。▼濃眉大眼是她十足的特色。▼這套戰鬥服應該走到哪都是焦點吧~▼憐香惜玉的人怎能下得了手?▼主人、寵物的表情一模一樣。▼像出水芙蓉般美麗。▼喜歡沐浴在大自然之下。▼光滑又透亮的美背出場。▼今天又不知道要出席哪場活動?▼如此性感我想鮮少有人敢挑戰。▼這角度只能說攝影師太專業了。▼我愛棒棒糖。▼最愛的顏色是白色。▼連運動都可以很氣質。▼新生代模特兒中她是最亮眼的一顆星。現在的她不再是單一平面作品而已也往多方面提升，而今年就有自己參演的影視作品例如大馬賀歲片《阿炳馬到功成》並且推出知名雜誌如《女人我最大》、 《姊妹》等，如此多作品都可以觀望到她如夢般的身影真是太幸福啦~,影視名人
2,IG 焦點人物布魯克林貝克漢　傳授擁有 5 億追蹤自拍技巧！,史上最帥老爸貝可漢與維多利亞的大兒子布魯克林 Brooklyn Beckham，火紅程度不輸給爸爸，成為新生代的偶像之一，雖然他目前沒有太多真正演出的作品，但他的星二代光環已經讓他在社群網站上走紅。有追蹤布魯克林 Instagram 的朋友，相信對於他一連串的自拍照都不陌生，透過時尚雜誌 VOGUE 英國版的邀請，他也傳授給大家他獨特的自拍 5 大秘訣。▼1.別老是只自拍臉，也要拍下身邊有趣的事情。▼2.不要叫人們盲目的追隨你。▼3.不要用自拍棒。可能只會覺得有趣一下下。▼4.善用不同的濾鏡。營造不同的自拍效果。▼5.最重要的還是要有樂趣阿，不要為了做而做。講完第 5 點布魯克林也秀了一手滑板絕技，(題外話，眼尖的朋友也應該注意到他腳上的那雙鞋...) 喜愛自拍的你們有學下來嗎。也記得分享給喜愛布魯克林的朋友們一同學習自拍吧。,影視名人
2,生了 2 個小孩的寫真偶像熊田曜子　秀出 33 歲媽咪的強悍腹肌！,以寫真偶像出道的日本女星熊田曜子，當初打著「史上最強的美乳」的封號，體態一直都維持在非常纖瘦的狀態下，不過說到熊田曜子，許多台灣觀眾應該對她與有吉大師那段無結果的孽緣（？）最有印象，尤其是每次當有吉把熊田曜子嫌棄到不行，卻又延長「坐檯時間」的哏最讓人爆笑，不過這一段螢幕情緣就在熊田曜子 2012 年宣布懷孕結婚的消息之後退燒，而熊田曜子也開始轉向成為媽咪藝人。▼就是不肯換小姐的有吉大師▼結婚後生下 1 男 1 女的熊田曜子，在自己的部落格曬出親子照片，大家的焦點都放在「身為媽媽這身材也太好了吧！」▼熊田曜子靠著有氧體操，在產後 1 年內就回復到這樣的身材，或者可以說比前的身材又纖瘦！▼持續運動的她最近更秀出自己的腹肌照片▼有胸又有肌肉，性感又強悍的女人熊田曜子這個超強的媽咪身材引起了大量日本女性網友的憧憬，可見在熊田曜子的努力之下，這個媽咪藝人的角色對事業發揮了很大的作用，相信當初給予出路相談的有吉大師一定也會感到很欣慰（或是覺得很奸詐吧）。,影視名人
