class_code,title,content,class
1,毒梟把獅子、老虎、黑熊關在一起想看牠們自相殘殺，竟然沒想到接下來發生的事情居然...太不可思議了！！,"跨越種族的動物有辦法和平共處嗎？
小編Hana覺得在大自然物競天擇的法則下，不同種族是不可能和平共處的吧！
尤其是以下這三隻肉食的動物，以常理來講應該是彼此相互競爭的對象
你沒看錯，牠們卻跨越種族的隔閡，像親兄弟一樣嬉鬧、互相撒嬌。
這一切都緣起於牠們共同的遭遇，牠們被同一個集團的毒梟買下，毒梟買下這三隻猛獸的原因是～想看牠們自相殘殺。
這三個大傢伙在還很小的時候被毒梟買下，以看牠們打鬥為樂，直到毒販被抓，才被美國喬治亞州里一所「諾亞方舟」的動物保護區收養
在人員細心的照料下，這些小傢伙也越長越快
從小就會一起在園區里四處探險
轉眼間小黑熊的體型已經越來越大
一開始這三個小傢伙被送到園區的時候，因為種族不同，工作人員原本想將牠們分開。
不過動保區的園長戴安‧史密斯表示，牠們表現得比兄弟還親，從來不打架，比起分開、更喜歡待在一起，冷的時候趴在對方身上取暖，就這樣，牠們同處在同一個園區長達12年。
在園方細心的照料下，牠們也都平安長大了
我也好想摸摸牠喔
大貓什麼的最可愛了啦!!我也好想被蹭蹭喔
感情好到聖誕節也要一起過｡
萬聖節也有我們的份喔！
如果彼此玩得酞過火還會遭到園方的制止
不是說好不可以用泰山壓頂的嗎？(指)
熊:都是你害我被罵啦TAT
虎:乾我P4
我們要一直再一起喔(搭肩)
不同種族就知道要相知相惜，真的是很可貴的友情啊
反觀這點，人類還不一定做得來啊...(遠目)",動物
1,分裂貓走紅：天生雙臉，半邊臉黑色，另一邊黃色，好神奇啊！！！,"名叫「維納斯」的小貓住在美國北卡，現年5歲，之所以走紅是因為它左臉為黃色，右臉為黑色，分界線正好位於臉中央。不止如此，它的眼睛和鬍鬚顏色也不一樣，黑臉一側的眼睛是綠的，鬍鬚是黑的；黃臉一側是藍眼睛、白鬍子。
不止如此，它的眼睛和鬍鬚顏色也不一樣，黑臉一側的眼睛是綠的，鬍鬚是黑的；黃臉一側是藍眼睛、白鬍子。
其實，「維納斯」幾年前就已經小有名氣，目前在Facebook、Insagram（@venustwofacecat）還有自己的賬號，粉絲近百萬人。
生物學家近日研究后表示，維納斯發育過程中，可能半邊臉的細胞全部隨機選擇黑色，另半邊選擇黃色，然後它們在臉中間相遇，或者它就是兩個胚胎的合體。
維納斯的主人一直堅稱，貓臉上顏色是天生的，沒有人工作假。",動物
1,大型犬是他們最好的朋友！！萌寵萌娃玩看病遊戲裝難受！只要寶寶一騎上去，牠就馬上⋯,"生命中總會有很多種遇見與離別，我們不語的初見就像是黑暗裡綻放的火樹銀花。
你是我小小童年裡巨大的幻想朋友，長大後我將你放在心的一角。我是你最愛的小小孩子，是你餘生的珍重與守護。
你在窗檯看風景，我在身邊看你
來到這世上我從不孤單，除了父母還有你會一直呆在我身邊，做我的親人
哈哈哈，我是不是奶香味十足
我與「巧克力」閒暇的午睡時光
只要一出門你就進入一級備戰警戒狀態，好啦，一隻蚊子都不會飛進來的啦
有你的每天都是節日的慶典天見你千百遍，仍然覺得你是世界上最神奇的生物。
為了實現我成為一名醫生的夢想，每天陪我耗費時間做「患者遊戲」還要裝出病痛的樣兒
媽媽說只要我一上來你就不敢動了，這可是拍照的好時機
我沒有記憶的時候你總是這樣陪著我，幸好我永遠知道你身上溫暖的味道
擁有你的第一天都能讓我偷著樂
終於我學會了走路，終於你可以安心出門
媽媽說只有在你身上睡覺我才不會哭，你是一張不會動又盡職盡責的軟床
等我長成大男孩就換我保護你，所以你不能走",動物
1,到山溝拯救一隻發出哀叫的狗狗，卻發現這個「驚人真相」！看到的人都感動到流下眼淚...,"狗狗其實可以自己輕鬆逃離險境....動物間存在的愛，常常遠超乎人們對他們的認識。美國南卡羅萊納州就發生了一件感人的事情，當地居民連續好幾天在溪邊不斷聽到有狗狗的叫聲，但卻不曾見過狗狗的蹤影，好心的居民於是聯繫了動物管理人員。動物管理人員來到叢林茂密的溪邊後，尋著深處傳來的狗吠聲爬下山溝，就在對岸的山溝裡發現一隻黑白色的狗狗，更在狗狗身旁發現一幕讓她驚訝的畫面！
險峻的山溝下傳來陣陣狗狗的哀嚎聲，讓附近居民通報動物管理員前來探察。
動物管理員MichelleSmith爬下山溝，發現一隻混血西施犬正在照顧一隻剛出生不久的小貓咪，根據她的推測，這隻狗狗其實輕而易舉就能離開這片險境，但因為叼著小貓咪會造成行動不便且無法爬出山溝，它乾脆選擇陪在小貓咪身邊照顧它，並希望不停地吠叫能吸引路人的注意，前來救援。
Michelle把它們送到安徒生縣的PAWS獸醫院安頓。
相依為命的它們依然一直膩在一起。
經過獸醫的檢查後，發現這隻母狗正呈現「假孕」狀態，以分泌乳汁來餵養貓咪。
這段感人的故事被大肆報導後，一名叫Joe的好心人決定領養這對特別的母女。
並為它們取名叫Goldie（母）和Kate（女）。
誰說狗貓關係水火不容呢？
它們倆從此在新家過著安穩幸福的生活。
看看Goldie捨命照顧幼小無助的Kate的舉動，就完全顛覆了這個說法了吧？Goldie無私的母愛真是太偉大了，竟然可以不計較品種來照顧一隻貓咪，這樣的精神連我們人類都該好好向他學習呢！",動物
1,這隻大狼犬正在吃餅乾，卻被小寶寶中途搶走！下一秒狼犬的反應竟是⋯完全意想不到！！,"這隻叫Brano的狗狗被8個月大的小主人Ava搶走了自己的餅乾，盡管老爸百般引導，寶寶還是拒不把餅乾歸還，堅持的萌樣真的好可愛。
視頻中，寶寶Ava好厲害，公然偷走了狗狗的餅乾
爸爸說：「把Brano的餅乾還給人家啦，那是牠的東西喔。」面對爸爸的責問，Ava打算沉默應對，而站立一旁的狗狗卻靜靜地望著寶寶手中的餅乾，並沒有搶回來的意思，就是這樣，寶寶還霸道的推了狗狗一把，見女兒如此不講理，老爸只好改變策略，鼓勵狗狗出手搶回自己的餅乾，寶寶四處躲避，而狗狗實在太溫柔了，根本不想出手爭搶，老爸只好來個聲東擊西，但還是被聰明的寶寶及時識破……看來這是一場持久戰喔，狗狗也只能繼續忍耐下去啦……",動物
1,哈士奇求吃麥當勞，跟主人對答2分半，抓耳撓腮不敢犯規，笑翻啦！！,"主人買回來的麥當勞
雞翅剩了一點兒放在茶几上的盒子里，
哈士奇聞到味道超想吃，於是就有了牠懇求主人給牠吃麥當勞的有趣場面。瞧瞧牠坐立不安的想吃，但卻忌憚主人意見而不得不配合做各種姿勢的模樣，真是可愛。
哈士奇總是看起來傻呵呵的，這隻哈士奇也是，牠比較有教養的，於是不斷懇求主人賞牠吃一塊麥當勞雞翅，自己不敢擅自去吃，儘管牠已經迫不及待。
看看另一隻哈士奇求吃食物的視頻，牠先試圖硬強，發現不管用。在女主人的提示下，牠改為哀求，而且按照女主人的要求，不斷把哀求的聲音變小。",動物
1,撿了一隻流浪狗，長得像迷你金毛，每次犯錯就擺這種表情，害得主人都不忍心罵下去⋯,"流浪狗也可以完美蛻變！
領養比購買更時尚！
我家這隻流浪狗狗，長大了以後人人都以為是迷你金毛呢！
曬下體重變化圖，這僅僅是倆月，，體重先平方又立方是怎樣的體驗？
兩個月2斤，三個月4斤，四個月8斤，現在五個月了，11斤。對了，它叫summer 。
這是現在的它。
一、相遇
它是在工地流浪的一隻狗狗生下的，媽媽有一點蝴蝶犬血統，爸爸不知道是啥。
一母同胞四胎。四隻姐妹花，一隻黃色一隻棕色一隻花色一隻純黑色，估計就是媽媽生著生著就沒墨水了。
那時候我正想養一隻狗狗，忽然就在微博見到了這則領養啟示。當時想要圖片里右邊這隻黃色的，但是，跟我一起去領養的還有一個女孩，這姑娘抱著小黃狗就不放手。所以我就領養了這隻最肥的棕色狗狗。
這就是它的生長環境，下圖是它媽媽在睡覺。話說我家狗狗毛色是遺傳了媽媽的，但是個頭屬於五短身材，估計是遺傳爸爸。
領養它的時候，它一個多月，卻跟著工地上的工人吃盒飯。。。。。毛都掉的許多，尾巴光禿禿的。有人以為我故意給它整的造型呢。
跟我回家的路上。乖得很，不哭不鬧。它沒有意識到，就這樣離開了自己的媽媽和姐妹，估計再也見不到了。想到這，我就覺得它很可憐。
二、回家啦
我以為是個男孩，結果是個姑娘。帶去寵物醫院洗澡才被告知。
這是剛洗澡以後。怕它感冒，把整張床給了它，結果給我尿的一塌糊塗。
來到家裡的第一個晚上，還在瑟瑟發抖。
看到那隻布老虎了嗎？？我之前做的幾個小時的手工品，別人要我都沒給，給它後來撕吧爛了。
三、蛻變吧小姑娘
穿上衣服以後立馬人模狗樣了。
這時候大概兩個月大。帶去小區遛彎立馬化身小區之星。
半個月就學會到固定地方拉粑粑尿尿了。
最喜歡的玩具是鞋子，可惜了我的鞋帶，都能給我解開。
小傢伙睡覺不能全部閉上眼睛。不知道的還以為它掛了。
四、時間是把殺豬刀
養狗的都知道，狗狗三個月以後，直到8個月，就進入了尷尬期。
所謂尷尬期，就是特丑，先一個部位長，長好了再長另一個部位。
臉從原來的圓臉變成猴子臉。
一個月以後，證明了一個真理，時間是把殺豬刀！
猴兒臉的最高境界如下：
五、犯錯篇
陽台是重災區啊！！！！我的花兒。。。。
其次是客廳，都次回家開門前都得深呼吸！！！
surprise！！！！！
新買的玩具不喜歡，只喜歡紙！抽紙和鞋子就是最愛！
犯錯以後都是這樣的眼神，我下不去手打它。
六、窩心賣萌篇
我萌嗎？
為什麼我的眼中常含淚水？因為我對骨頭愛的深切。
每天晚上都在卧室門口放哨，你睡吧，我保護你。
側臉，三個月的時候。
在廚房門口等我做飯
訓練它技巧，一天學會握手，第二天學會站立，第三天學會趴下，第四天到現在（仨月了）一直在學翻滾......
我在工作，一轉頭我的男人和狗都睡著了",動物
1,家裡的貓咪過世後，牠的好友狗狗的做法讓人潸然淚下⋯⋯,"日本有一對貓狗好朋友，分別是臘腸狗小花和三花貓小咪，小花和小咪的感情非常好，總是一起散步、一起睡覺......
但是有天小咪因為意外而去世，悲傷的家人將小咪的遺體放在紙箱中，鋪好毛巾放上花束，想跟小咪好好地告別.......
而小花看到箱子里一動也不動的小咪，像是無法理解為什麼牠的好朋友不像平常一樣起來陪牠玩，不斷地輕咬小咪的腳和尾巴，試圖想叫醒小咪....
可能是一直叫不醒小咪，小花有點生氣了，牠開始用力扯著小咪的毛巾
或許是察覺有異，小花開始一直吠叫
主人想試圖安撫牠，可是被牠閃開了
家裡的寵物過世了，不只是主人會覺得難過，平常都一直玩在一起的狗狗同伴們一定更是悲傷！看小花的舉動就可以知道牠們的情誼有多深厚！真的是令人為之鼻酸啊～",動物
1,這位性感外國美女空手餵食「巨型烏龜」...最讓網友們驚訝的是，這隻烏龜竟然...真是太不可思議了！,"除了在新聞報導裡看過大海龜，應該很少人現實生活看過這麼大的烏龜吧！更沒有看過有人將這麼大的烏龜當作寵物的；而這段影片上傳到網路上後，
最讓網友們崩潰的是，這隻烏龜竟然這麼懂人性，讓網友直呼「我也好想當這隻烏龜！」。
影片中可以看到這位性感的美女手裡拿著西瓜皮在餵烏龜吃，而且還吃得很有滋味；而當烏龜吃完後，美女就想說要走了，但烏龜竟抬起一隻腳不讓她離開，使得她只好再拿出一塊西瓜皮給牠吃。好像在抗議「我都還沒吃夠呢。不能走。」可以感覺到烏龜吃得非常開心，還不時和女子互動，而女子看這隻烏龜十分可愛，也時不時彎下腰和牠互動甚至還親了這隻烏龜；網友看完影片後都表示「超級羨慕這隻烏龜」「這時候就好想當烏龜喔」，各種逗趣發言都使人捧腹大笑。",動物
2,黃曉明Angelababy法國浪漫婚紗照曝光 大勝周杰倫昆凌！整個過程不許路人圍觀...,"微博曝料稱：「朋友去法國玩碰到baby黃曉明拍攝婚紗照」，整個過程不許路人圍觀，隨後更有台灣媒體曝光了一組baby穿婚紗的照片。黃曉明和Angelababy於2009年5月相識，同年9月，黃曉明主動把AB介紹給華誼的幾位老闆並且推薦AB出演《全城熱戀》。2010年6月，Angelababy現身《趙氏孤兒》片場探班黃曉明，兩人態度親暱，更分吃一個橙子，隨後有媒體拍到兩人在上海酒店短聚，戀情漸漸浮出水面。戀情自公佈以來便成為話題，近來兩人更毫不避諱秀恩愛，因此他們何時修成正果、攜手步入婚姻殿堂也成為了大家關注的焦點。19日，有香港媒體曝出消息稱：黃曉明及Angelababy終於開花結果，兩人將於今年10月在上海展覽館舉行婚宴。隨後有知情人透露，兩人確實會在今年完婚，但具體婚期和地點還沒定，而前幾天，黃曉明還曾放話「今年娶baby，明年生baby」，如今婚紗照曝光，又一個女神要結婚啦，單身狗們又要上天台了，心疼你們啊！baby婚紗寫真近日，網上有消息稱，黃曉明曾在去年爆料2015年迎娶angelababy，二人婚期定在今年的10月1日。更曝光了兩人婚禮將在法國小島行禮，黃曉明準備為baby舉辦一場夢幻婚禮，浪漫攻勢不輸周杰倫，他還將豪擲半億包團，請至親好友現場見證。消息一出，網友祝福聲一片。網曝黃曉明於baby生日當天求婚成功2月28日是baby生日，黃曉明通過微博大方示愛「愛老虎油(I Loveyou)」。鑑於往年他都會大手筆替女友慶生，他被追問今年送什麼禮物給baby，黃曉明回應是慈善。「送慈善比送其他有意義，她想助養孩子，我就幫她助養」，網上還爆出了當天黃曉明向baby求婚，女方欣然接受。生日前幾天，陸續曝光了兩人一同在青島過年逛街包餃子的照片，有說他們已於美國登記結婚，國內婚期也定在今年5月，黃曉明昨天正式否認婚訊，但說兩人交往5年，家裡人都認可了baby，最後還頗有感觸地說稱珍惜身邊人最重要：「錢和外在都不重要，重要的是對她好。我認為對女人好的男人很有魅力。」女神baby也恨嫁2014年，在「又圓」婚禮上，高圓圓將承載著新人的美滿愛情和幸福未來的捧花有意扔給baby，而angelababy也奮力搶取，女神的恨嫁之心似乎很強烈。而黃曉明在接受採訪的時候也表示，電影《撒嬌》票房過10億就結婚，不過隨後就說過10億是開玩笑的，過不過我都會娶baby，四十歲前結婚，那就是2015年了。兩人你嫁我娶，看來這一對的好事將近了。情感生活2010年6月，Angelababy現身《趙氏孤兒》片場探班黃曉明。兩人態度親暱，更分吃一個橙子。同月，兩人又在上海酒店短聚3小時。11月，Angelababy約一幫好姐妹為黃曉明在深圳舉辦製服派對生日宴，並與黃曉明父母朝夕相對。2011年農曆新年，Angelababy在深圳拍《一場風花雪月的事》期間，與黃曉明在澳門跨年，黃曉明還帶Angelababy到名店選購鑽石。2月，黃曉明到香港為女友慶生，其間帶Angelababy一起跪拜高僧接受祈福，更以「女友」介紹Angelababy。2014年1月23日，AngelaBaby才公開承認男友黃曉明是其結婚對象，並表示三十歲前一定生BB。2014年10月，Angelababy在社交網站上載一段坐直升機的視頻，是黃曉明與自己遊夏威夷，坐直升機秀恩愛的片段。
相關新聞
baby造嗎？網曝黃曉明夜店玩樂照一群美女簇擁
3月27日晚，有網友爆料在北京工體附近的一家夜店偶遇黃曉明為朋友慶生。並稱黃曉明當晚唱K玩骰子興致大好，旁邊還有一群美女圍坐，此爆料也引來網友熱議。不過3月30日凌晨，黃曉明和女友Angelababy一前一後發佈微博闢謠，baby更自黑調侃自己就是夜店，力挺男友黃曉明。隨後，當晚一起慶生的好友劉芸、蘇紅、方安娜等也紛紛發微博為黃曉明闢謠。
3月30日凌晨，黃曉明先更新微博，發佈「我是黃曉明」，女友baby隨後默契地轉發微博自黑調侃「我是夜店」，力挺黃曉明。隨後，當晚一起慶生的好友劉芸、蘇紅、方安娜等也紛紛發微博為黃曉明闢謠。稱當晚只是普通的朋友聚會慶祝生日，爆料中所說的美女正是劉芸、蘇紅、方安娜等一眾好友。蘇紅調侃：「哈哈，幾十年的朋友一起去給幹女兒的媽慶祝生日，也能上頭條，真是服服的了！男神不好當」，還有好友喊冤：「我跟@黃曉明認識十多年，他是我閨女的乾爹！很久沒見過生日來慶祝一下，坐了半個小時什麼都沒喝怎麼就成泡夜店了！旁邊坐著都是十幾年的朋友@蘇紅、閨女乾媽@方安娜、@劉芸只怪你們太美了！對不起大家呀！這以後是不讓明星參加朋友聚會不能給朋友過生日啦！是讓我們大家絕交的意思呀」。
對於baby和黃曉明的秀恩愛闢謠，網友也紛紛留言「黃曉明上夜店？」，「花式秀恩愛！你倆肯定商量好的」。

網友曬曉明Baby法國機場照 女方變女漢子存行李
黃曉明和Baby被網友拍到在法國戴高樂機場現身
黃曉明負責看管行李
騰訊娛樂訊據香港媒體報導，盛傳在今年十月結婚的黃曉明及Angelababy，近日有網友稱直擊二人在法國楓丹白露宮影婚紗相，立刻掀起網友捕獲黃曉明Baby的熱潮!
繼有網友拍得兩人身於法國傢具店挑選傢具後，網上又傳出多張照片及一段視頻，聲稱是在法國戴高樂機場內偶遇黃曉明和Baby，還稱他們準備乘搭頭等機位離開法國。該網民稱Baby和曉明在寄存行李的櫃位現身，而Baby則親力親為，把其中一個紅白藍的大包放在輸送帶上，至於黃曉明則負責看守其他行李。雖然Baby和曉明行程低調，但該網友指當黃曉明發現被拍照時，也主動SayHi!人逢喜事精神爽，黃曉明心情當然會很開心了。",名人八卦
